SEQ_12,9,12,0
SEQ_2,9,2,0
SEQ_3,9,3,0
SEQ_4,9,4,0
SEQ_6,9,6,0
SEQ_7,9,7,0
SESUB_CD,9,4,0
SEX,X,1,0
SHIPPERD,V,390,0
SI_TYP,X,3,0
SIGN_STS,X,1,0
SINT_AMT,S,18,5
SIREF_NO,X,40,0
SIZE,X,1,0
SMR,M,60,0
SMS_TMP,X,10,0
SOC_CD,9,5,0
SOLIC_CD,X,4,0
SP_CTLW,X,32,0
SPEC_STS,X,95,0
SRC_REF,X,30,0
STA_CD,X,16,0
STAF_NO,X,10,0
STAT_CD,X,25,0
STC_CNM,C,10,0
STC_ENM,X,9,0
STC_NO,9,4,0
STC_TYP,X,1,0
STD,X,2,0
STD_TYP,X,2,0
STK_CITY,X,2,0
STK_NM,M,20,0
STK_NO,X,8,0
STK_TYP,S,2,0
STL_MTH,X,1,0
STMKT_CD,X,2,0
STREF_NO,X,14,0
STS,X,1,0
STS_CD,X,2,0
STS_MASK,X,9,0
STSB_NO,X,4,0
STSW,X,64,0
STSW1,X,66,0
STSW32,X,32,0
STSW8,X,8,0
STS2,X,66,0
STW,X,99,0
SUB_TYP,X,2,0
SUBP_TYP,X,1,0
SUSP_AC,X,25,0
SUSPD_NO,X,14,0
SVR_CD,X,7,0
SVR_LVL,X,2,0
SVRLT_CD,X,3,0
SWBK_NM,M,140,0
SWCN_CD,X,2,0
SWF_ADDR,M,35,0
SWFE_MTH,X,3,0
SWPAY_NM,M,140,0
SWREF_NO,X,16,0
SWTER_NO,X,9,0
SYS_ID,X,8,0
SYS_LVL,X,1,0
SYS_TM,9,10,0
SYS_TYP,X,1,0
SYSMSGNO,X,6,0
TAB_NO,S,20,0
TABLE_NO,X,4,0
TACU_TYP,X,2,0
TAMT,9,18,2
TAMT_NS,9,18,2
TAMT_S,S,18,2
TASKNO,9,8,0
TAX,S,16,2
